Function name;Count;Files name
close;123;['default_account.inc', 'default_account.inc', 'default_account.inc', 'default_account.inc', 'ftp_func.inc', 'http_func.inc', 'imap_func.inc', 'misc_func.inc', 'misc_func.inc', 'misc_func.inc', 'nntp_func.inc', 'nntp_func.inc', 'openvas-https.inc', 'pingpong.inc', 'pingpong.inc', 'pop3_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_ssl_ciphers.inc', 'slad_ssh.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smtp_func.inc', 'smtp_func.inc', 'smtp_func.inc', 'ssh_func.inc', 'ssl_funcs.inc', 'ssl_funcs.inc', 'telnet_func.inc', 'GSHB_read_file.inc', 'GSHB_read_file.inc', 'GSHB_read_file.inc', 'GSHB_read_file.inc', 'GSHB_read_file.inc', 'GSHB_read_file.inc', 'GSHB_read_file.inc', 'GSHB_read_file.inc']
rpcpad;6;['nfs_func.inc', 'nfs_func.inc', 'nfs_func.inc', 'nfs_func.inc', 'nfs_func.inc', 'nfs_func.inc']
bin_dword;20;['secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc']
HMAC_SHA1;2;['ssh_func.inc', 'ssh_func.inc']
bn_random;1;['ssh_func.inc']
smb_neg_prot_cs;2;['smb_nt.inc', 'smb_nt.inc']
register_service;1;['misc_func.inc']
SHA1;6;['ssh_func.inc', 'ssh_func.inc', 'ssh_func.inc', 'ssh_func.inc', 'ssh_func.inc', 'ssh_func.inc']
rsa_sign;1;['ssh_func.inc']
revcomp;5;['pkg-lib-deb.inc', 'pkg-lib-gentoo.inc', 'pkg-lib-gentoo.inc', 'pkg-lib-hpux.inc', 'pkg-lib-rpm.inc']
